sample_name	anonymized_name	collection_timestamp	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	tube_id	mouse_type	sampling_depth
14365.Vanco.feces.6	VC6	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.6	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 70	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	70	vancomycin	1138535.0
14365.Wound.feces.22	WC22	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.22	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 54	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	54	wound	5386711.0
14365.Vanco.feces.10	VC10	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.10	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 74	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	74	vancomycin	5044089.0
14365.Con.feces.27	CC27	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.27	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 27	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	27	control	2026718.0
14365.Wound.feces.13	WC13	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.13	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 45	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	45	wound	3591262.0
14365.Con.feces.1	CC1	2021-11-23 10:00:00	mouse fecal sampleCon.feces.1	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 1	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	1	control	2914802.0
14365.Con.feces.9	CC9	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.9	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 9	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	9	control	2875202.0
14365.Con.feces.15	CC15	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.15	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 15	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	15	control	10704936.0
14365.Con.feces.18	CC18	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.18	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 18	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	18	control	947310.0
14365.Con.feces.5	CC5	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.5	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 5	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	5	control	1589963.0
14365.Con.feces.3	CC3	2021-11-23 10:00:00	mouse fecal sampleCon.feces.3	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 3	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	3	control	273230.0
14365.Vanco.feces.8	VC8	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.8	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 72	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	72	vancomycin	8058982.0
14365.Wound.feces.29	WC29	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.29	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 61	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	61	wound	3924655.0
14365.Vanco.feces.4	VC4	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.4	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 68	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	68	vancomycin	4039795.0
14365.Con.feces.25	CC25	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.25	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 25	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	25	control	8005501.0
14365.Wound.feces.32	WC32	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.32	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 64	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	64	wound	943868.0
14365.Vanco.feces.14	VC14	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.14	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 78	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	78	vancomycin	3670080.0
14365.Vanco.feces.1	VC1	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.1	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 65	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	65	vancomycin	14534069.0
14365.Vanco.feces.13	VC13	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.13	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 77	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	77	vancomycin	5652992.0
14365.Vanco.feces.12	VC12	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.12	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 76	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	76	vancomycin	7360294.0
14365.Con.feces.10	CC10	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.10	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 10	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	10	control	3622064.0
14365.Con.feces.16	CC16	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.16	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 16	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	16	control	21218226.0
14365.Wound.feces.25	WC25	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.25	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 57	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	57	wound	911089.0
14365.Vanco.feces.15	VC15	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.15	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 79	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	79	vancomycin	4955531.0
14365.Con.feces.22	CC22	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.22	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 22	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	22	control	6333207.0
14365.Wound.feces.20	WC20	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.20	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 52	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	52	wound	4439346.0
14365.Con.feces.31	CC31	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.31	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 31	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	31	control	4855086.0
14365.Con.feces.13	CC13	2021-11-23 09:59:59.995000	mouse fecal sampleCon.feces.13	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 13	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	13	control	6609601.0
14365.Vanco.feces.26	VC26	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.26	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 90	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	90	vancomycin	2397434.0
14365.Vanco.feces.21	VC21	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.21	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 85	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	85	vancomycin	2291525.0
14365.Vanco.feces.28	VC28	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.28	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 92	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	92	vancomycin	3569073.0
14365.Wound.feces.16	WC16	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.16	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 48	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	48	wound	3872105.0
14365.Vanco.feces.5	VC5	2021-11-23 09:59:59.995000	mouse fecal sampleVanco.feces.5	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 69	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	69	vancomycin	1856861.0
14365.Wound.feces.1	WC1	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.1	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 33	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	33	wound	916397.0
14365.Wound.feces.10	WC10	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.10	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 42	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	42	wound	2619063.0
14365.Wound.feces.24	WC24	2021-11-23 09:59:59.995000	mouse fecal sampleWound.feces.24	True	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not applicable	not applicable	adult	Mus musculus	mouse 56	10090	20	g	32.5	-117.25	UCSDMI/Gallo Lab	True	14365	feces	mouse gut metagenome	female	410661	Skin Gut axis	56	wound	3276141.0
